movieID,Title,Year,Director,Actors,Rating,Runtime (Mins),Censor Rating,Genre,Sub_Genre,Streaming
156,A Very Harold & Kumar 3D Christmas,2011,Todd Strauss-Schulson,"Kal Penn, John Cho, Neil Patrick Harris, Patton Oswalt",6.2,90,R,Adventure, Comedy,Amazon
157,A View to a Kill,1985,John Glen,"Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones",6.3,131,UA,Action," Adventure,  Thriller","Netflix, Hulu"
158,A Walk Among the Tombstones,2014,Scott Frank,"Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",6.5,114,A,Action," Crime,  Drama","Netflix, Hulu"
159,A Walk in the Clouds,1995,Alfonso Arau,"Keanu Reeves, Aitana SÃ¡nchez-GijÃ³n, Anthony Quinn, Giancarlo Giannini",6.7,102,UA,Drama, Romance,None
160,A Walk in the Woods,2015,Ken Kwapis,"Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen",6.3,104,R,Adventure," Biography,  Comedy",None
161,A Walk to Remember,2002,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote, Daryl Hannah",7.3,101,U,Drama, Romance,None
162,A Wednesday,2008,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Veerendra Saxena, Mahesh Kanual",8.1,104,UA,Action," Crime,  Drama",Hulu
163,A Woman Under the Influence,1974,John Cassavetes,"Gena Rowlands, Peter Falk, Fred Draper, Lady Rowlands",8.1,155,Not Rated,Drama, Romance,Youtube
164,Ã–lÃ¼mlÃ¼ DÃ¼nya,2018,Ali Atay,"Ahmet MÃ¼mtaz Taylan, Alper Kul, Sarp Apak, Irem Sak",7.6,107,Not Rated,Action," Comedy,  Crime",Hulu
165,A.I. Artificial Intelligence,2001,Steven Spielberg,"Haley Joel Osment, Jude Law, Frances O'Connor, Sam Robards",7.2,146,U,Drama, Sci-Fi,Youtube
166,A.R.O.G,2008,"Directors:Ali Taner Baltaci, Cem Yilmaz","Cem Yilmaz, Ã–zge Ã–zberk, Zafer AlgÃ¶z, Nil Karaibrahimgil",7.3,127,Not Rated,Comedy," Fantasy,  Sci-Fi","Hulu, Amazon"
167,Ãˆ stata la mano di Dio,2021,Paolo Sorrentino,"Filippo Scotti, Toni Servillo, Teresa Saponangelo, Marlon Joubert",7.3,130,18,Drama,Drama,"Hulu, Amazon"
168,Aashiqui 2,2013,Mohit Suri,"Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa, Salil Acharya",7,132,U,Drama," Music,  Musical","Hulu, Amazon"
169,Abduction,2011,John Singleton,"Taylor Lautner, Lily Collins, Alfred Molina, Jake Andolina",5.1,106,UA,Action," Mystery,  Thriller",Hulu
170,Abominable,2019,"Directors:Jill Culton, Todd Wilderman","Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Joseph Izzo",7,97,U,Animation," Adventure,  Comedy","Amazon, Netflix, Hulu, Vudu"
171,About a Boy,2002,"Directors:Chris Weitz, Paul Weitz","Hugh Grant, Nicholas Hoult, Toni Collette, Sharon Small",7.1,101,U,Comedy," Drama,  Romance",None
172,About Schmidt,2002,Alexander Payne,"Jack Nicholson, Hope Davis, Dermot Mulroney, Kathy Bates",7.2,125,U,Drama,Drama,"Hulu, Amazon"
173,About Time,2013,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson",7.8,123,16,Comedy," Drama,  Fantasy","Netflix, Hulu"
174,Above the Law,1988,Andrew Davis,"Steven Seagal, Pam Grier, Henry Silva, Ron Dean",6,99,A,Action," Crime,  Drama","Netflix, Hulu"
175,Abraham Lincoln: Vampire Hunter,2012,Timur Bekmambetov,"Benjamin Walker, Rufus Sewell, Dominic Cooper, Anthony Mackie",5.9,105,A,Action," Fantasy,  Horror","Netflix, Hulu"
176,Abre los ojos,1997,Alejandro Amenábar,"Eduardo Noriega, PenÃ©lope Cruz, Chete Lera, Fele MartÃ­nez",7.7,119,U,Drama," Mystery,  Sci-Fi","Netflix, Amazon"
177,Absolute Power,1997,Clint Eastwood,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney",6.7,121,A,Action," Crime,  Drama","Netflix, Hulu"
178,Absolutely Anything,2015,Terry Jones,"Simon Pegg, Kate Beckinsale, Sanjeev Bhaskar, Rob Riggle",5.9,85,UA,Comedy, Sci-Fi,Vudu
179,Accepted,2006,Steve Pink,"Justin Long, Jonah Hill, Blake Lively, Adam Herschman",6.4,93,U,Comedy,Comedy,"Netflix, Vudu"
180,Ace in the Hole,1951,Billy Wilder,"Kirk Douglas, Jan Sterling, Robert Arthur, Porter Hall",8.1,111,Not Rated,Drama, Film-Noir,Hulu
181,Ace Ventura: Pet Detective,1994,Tom Shadyac,"Jim Carrey, Courteney Cox, Sean Young, Tone Loc",6.9,86,A,Comedy,Comedy,Vudu
182,Ace Ventura: When Nature Calls,1995,Steve Oedekerk,"Jim Carrey, Ian McNeice, Simon Callow, Maynard Eziashi",6.4,90,U,Adventure," Comedy,  Crime",Amazon
183,Across the Universe,2007,Julie Taymor,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs",7.3,133,PG-13,Drama," Fantasy,  History","Hulu, Amazon"
184,Act of Valor,2012,"Directors:Mike McCoy, Scott Waugh","Alex Veadov, Roselyn Sanchez, Nestor Serrano, Rorke Denver",6.4,110,R,Action," Adventure,  Thriller","Netflix, Hulu"
185,Ad Astra,2019,James Gray,"Brad Pitt, Tommy Lee Jones, Ruth Negga, Donald Sutherland",6.5,123,12+,Adventure," Drama,  Mystery",Amazon
186,Adam,2009,Max Mayer,"Hugh Dancy, Rose Byrne, Peter Gallagher, Amy Irving",7.2,99,PG-13,Comedy," Drama,  Romance","Amazon, Netflix, Hulu, Vudu"
187,Adams Ã¦bler,2005,Anders Thomas Jensen,"Ulrich Thomsen, Mads Mikkelsen, Nicolas Bro, Paprika Steen",7.7,94,R,Comedy," Crime,  Drama","Netflix, Vudu"
188,Adaptation.,2002,Spike Jonze,"Nicolas Cage, Meryl Streep, Chris Cooper, Tilda Swinton",7.7,115,R,Comedy, Drama,Netflix
189,Addams Family Values,1993,Barry Sonnenfeld,"Anjelica Huston, Raul Julia, Christopher Lloyd, Joan Cusack",6.8,94,UA,Comedy, Fantasy,"Netflix, Vudu"
190,Admission,2013,Paul Weitz,"Tina Fey, Paul Rudd, Nat Wolff, Gloria Reuben",5.7,108,PG-13,Comedy," Drama,  Romance",Hulu
191,Adoration,2013,Anne Fontaine,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville",6.2,112,R,Drama, Romance,Netflix
192,Adrift,2018,Baltasar KormÃ¡kur,"Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne",6.6,96,UA,Action," Adventure,  Biography","Netflix, Hulu"
193,Adventureland,2009,Greg Mottola,"Jesse Eisenberg, Kristen Stewart, Ryan Reynolds, Martin Starr",6.8,107,UA,Comedy," Drama,  Romance",Hulu
194,Adventures in Babysitting,1987,Chris Columbus,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp",6.9,102,U,Adventure," Comedy,  Crime",None
195,Aeon Flux,2005,Karyn Kusama,"Charlize Theron, Frances McDormand, Sophie Okonedo, Marton Csokas",5.4,93,UA,Action," Adventure,  Sci-Fi","Netflix, Vudu"
196,After,2019,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Khadijha Red Thunder, Dylan Arnold",5.3,105,A,Drama, Romance,None
197,After Hours,1985,Martin Scorsese,"Griffin Dunne, Rosanna Arquette, Verna Bloom, Tommy Chong",7.6,97,UA,Comedy," Crime,  Drama","Amazon, Netflix, Hulu, Vudu"
198,After the Sunset,2004,Brett Ratner,"Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle",6.2,97,PG-13,Action," Comedy,  Crime","Netflix, Hulu"
199,After We Collided,2020,Roger Kumble,"Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Louise Lombard",5,105,18,Drama, Romance,"Hulu, Amazon"
200,After.Life,2009,Agnieszka Wojtowicz-Vosloo,"Christina Ricci, Liam Neeson, Justin Long, Chandler Canterbury",5.9,104,R,Drama," Mystery,  Thriller",None
201,Aftermath,2017,Elliott Lester,"Arnold Schwarzenegger, Scoot McNairy, Maggie Grace, Judah Nelson",5.7,94,R,Drama, Thriller,"Netflix, Vudu"
202,Agent Cody Banks,2003,Harald Zwart,"Frankie Muniz, Hilary Duff, Andrew Francis, Angie Harmon",5.1,102,U,Action," Adventure,  Comedy",None
203,Agora,2009,Alejandro Amenábar,"Rachel Weisz, Max Minghella, Oscar Isaac, Ashraf Barhom",7.1,127,R,Adventure," Biography,  Drama","Hulu, Amazon"
204,"Aguirre, der Zorn Gottes",1972,Werner Herzog,"Klaus Kinski, Ruy Guerra, Helena Rojo, Del Negro",7.8,95,Not Rated,Action," Adventure,  Biography",Hulu
205,Ah-ga-ssi,2016,Park Chan-wook,"Kim Min-hee, Ha Jung-woo, Cho Jin-woong, Moon So-ri",8.1,145,A,Drama," Romance,  Thriller",Youtube
206,Air America,1990,Roger Spottiswoode,"Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins",5.8,113,UA,Action," Comedy,  War",Netflix
207,Air Force One,1997,Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson",6.5,124,UA,Action," Drama,  Thriller","Netflix, Hulu"
208,Airheads,1994,Michael Lehmann,"Brendan Fraser, Steve Buscemi, Adam Sandler, Chris Farley",6.1,92,A,Comedy," Crime,  Music",Amazon
209,Airlift,2016,Raja Menon,"Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi",7.9,130,UA,Action," Drama,  History",Hulu
210,Airplane II: The Sequel,1982,Ken Finkleman,"Robert Hays, Julie Hagerty, Lloyd Bridges, Raymond Burr",6.1,85,U,Comedy, Sci-Fi,Vudu
211,Airplane!,1980,"Directors:Jim Abrahams, David Zucker, Jerry Zucker","Robert Hays, Julie Hagerty, Leslie Nielsen, Kareem Abdul-Jabbar",7.7,88,U,Comedy,Comedy,"Vudu, Netflix"
212,Ajeossi,2010,Jeong-beom Lee,"Won Bin, Kim Sae-ron, Kim Tae-hoon, Kim Hee-won",7.7,119,7,Action," Crime,  Drama",Hulu
213,Akira,1988,Katsuhiro Ã”tomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, TesshÃ´ Genda",8,124,UA,Animation," Action,  Drama",Hulu
214,Aladdin,1992,"Directors:Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman",8,90,U,Animation," Adventure,  Comedy",Amazon
215,Aladdin,2019,Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari",6.9,128,U,Adventure," Comedy,  Family","Hulu, Amazon"
216,Alan Partridge: Alpha Papa,2013,Declan Lowney,"Steve Coogan, Colm Meaney, Tim Key, Karl Theobald",6.9,90,R,Action," Comedy,  Crime","Netflix, Hulu"
217,Alex Cross,2012,Rob Cohen,"Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns",5.1,101,PG-13,Action," Crime,  Mystery",None
218,Alexander,2004,Oliver Stone,"Colin Farrell, Anthony Hopkins, Rosario Dawson, Angelina Jolie",5.6,175,UA,Action," Biography,  Drama",Youtube
219,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",6.2,81,PG,Comedy," Drama,  Family",Vudu
220,Alfie,2004,Charles Shyer,"Jude Law, Sienna Miller, Susan Sarandon, RenÃ©e Taylor",6.2,103,R,Comedy," Drama,  Romance",None
221,Ali,2001,Michael Mann,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles",6.7,157,UA,Biography," Drama,  Sport",Youtube
222,Ali G Indahouse,2002,Mark Mylod,"Sacha Baron Cohen, Emilio Rivera, Gina La Piana, Dana de Celis",6.2,85,UA,Comedy,Comedy,Vudu
223,Alice in Wonderland,1951,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney","Kathryn Beaumont, Ed Wynn, Richard Haydn, Sterling Holloway",7.4,75,Not Rated,Animation," Adventure,  Comedy","Hulu, Netflix"
224,Alice in Wonderland,2010,Tim Burton,"Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway",6.4,108,U,Adventure," Family,  Fantasy",Hulu
225,Alice Through the Looking Glass,2016,James Bobin,"Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway",6.2,113,U,Adventure," Family,  Fantasy",Netflix
226,Alien Resurrection,1997,Jean-Pierre Jeunet,"Sigourney Weaver, Winona Ryder, Dominique Pinon, Ron Perlman",6.2,109,A,Action," Horror,  Sci-Fi","Netflix, Hulu"
227,AlienÂ³,1992,David Fincher,"Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann",6.4,114,A,Action," Horror,  Sci-Fi","Netflix, Hulu"
228,Aliens,1986,James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser",8.4,137,U,Action," Adventure,  Sci-Fi",Netflix
229,Alita: Battle Angel,2019,Robert Rodriguez,"Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali",7.3,122,UA,Action," Adventure,  Sci-Fi",Hulu
230,Alive,1993,Frank Marshall,"Ethan Hawke, Vincent Spano, Josh Hamilton, Bruce Ramsay",7.1,120,U,Biography," Drama,  Thriller","Netflix, Amazon"
231,All About Eve,1950,Joseph L. Mankiewicz,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm",8.2,138,Not Rated,Drama,Drama,"Hulu, Amazon"
232,All About Steve,2009,Phil Traill,"Sandra Bullock, Bradley Cooper, Thomas Haden Church, Ken Jeong",4.8,99,PG-13,Comedy, Romance,"Amazon, Netflix, Hulu, Vudu"
233,All Dogs Go to Heaven,1989,"Directors:Don Bluth, Gary Goldman, Dan Kuenster","Dom DeLuise, Burt Reynolds, Loni Anderson, Judith Barsi",6.7,84,U,Animation," Adventure,  Comedy",Vudu
234,All Good Things,2010,Andrew Jarecki,"Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe",6.3,101,R,Crime," Drama,  Mystery",None
235,All Is Lost,2013,J.C. Chandor, Star:Robert Redford,6.9,106,PG-13,Action," Adventure,  Drama","Netflix, Hulu"
236,All Quiet on the Western Front,1930,Lewis Milestone,"Lew Ayres, Louis Wolheim, John Wray, Arnold Lucy",8.1,152,U,Drama, War,Youtube
237,All That Jazz,1979,Bob Fosse,"Roy Scheider, Jessica Lange, Ann Reinking, Leland Palmer",7.8,123,A,Drama," Music,  Musical","Netflix, Amazon"
238,All the Boys Love Mandy Lane,2006,Jonathan Levine,"Amber Heard, Anson Mount, Whitney Able, Michael Welch",5.5,90,R,Horror," Mystery,  Thriller",Amazon
239,All the Bright Places,2020,Brett Haley,"Elle Fanning, Justice Smith, Alexandra Shipp, Kelli O'Hara",6.5,107,18,Drama, Romance,"Hulu, Amazon"
240,All the Money in the World,2017,Ridley Scott,"Michelle Williams, Christopher Plummer, Mark Wahlberg, Romain Duris",6.8,132,UA,Biography," Crime,  Drama","Hulu, Amazon"
241,All the President's Men,1976,Alan J. Pakula,"Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam",7.9,138,U,Drama," History,  Thriller","Hulu, Amazon"
242,Allegiant,2016,Robert Schwentke,"Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts",5.7,120,13,Action," Adventure,  Mystery","Amazon, Netflix, Hulu"
243,Allied,2016,Robert Zemeckis,"Brad Pitt, Marion Cotillard, Jared Harris, Vincent Ebrahim",7.1,124,18,Action," Drama,  Romance",Hulu
244,Almost Famous,2000,Cameron Crowe,"Billy Crudup, Patrick Fugit, Kate Hudson, Frances McDormand",7.9,122,A,Adventure," Comedy,  Drama","Netflix, Amazon"
245,Aloha,2015,Cameron Crowe,"Bradley Cooper, Rachel McAdams, Emma Stone, Alec Baldwin",5.4,105,PG-13,Comedy," Drama,  Romance",None
246,Along Came a Spider,2001,Lee Tamahori,"Morgan Freeman, Michael Wincott, Monica Potter, Dylan Baker",6.4,104,A,Drama, Thriller,None
247,Along Came Polly,2004,John Hamburg,"Ben Stiller, Jennifer Aniston, Debra Messing, Philip Seymour Hoffman",6,90,UA,Comedy, Romance,Amazon
248,Alpha,2018,Albert Hughes,"Kodi Smit-McPhee, JÃ³hannes Haukur JÃ³hannesson, Marcin Kowalczyk, Jens HultÃ©n",6.6,96,UA,Action," Adventure,  Drama","Netflix, Hulu"
249,Alpha Dog,2006,Nick Cassavetes,"Emile Hirsch, Justin Timberlake, Anton Yelchin, Bruce Willis",6.9,122,R,Biography," Crime,  Drama","Netflix, Amazon"
250,"Alphaville, une Ã©trange aventure de Lemmy Caution",1965,Jean-Luc Godard,"Eddie Constantine, Anna Karina, Akim Tamiroff, ValÃ©rie Boisgel",7,99,Not Rated,Drama," Mystery,  Sci-Fi","Amazon, Netflix, Hulu, Vudu"
251,Alvin and the Chipmunks,2007,Tim Hill,"Jason Lee, Ross Bagdasarian Jr., Janice Karman, David Cross",5.2,92,U,Adventure," Comedy,  Drama","Netflix, Vudu"
252,Alvin and the Chipmunks: Chipwrecked,2011,Mike Mitchell,"Justin Long, Matthew Gray Gubler, Jesse McCartney, Jason Lee",4.3,87,U,Animation," Adventure,  Comedy","Vudu, Netflix"
253,Alvin and the Chipmunks: The Squeakquel,2009,Betty Thomas,"Jason Lee, Zachary Levi, David Cross, Justin Long",4.5,88,U,Animation," Adventure,  Comedy","Vudu, Netflix"
254,Always,1989,Steven Spielberg,"Richard Dreyfuss, Holly Hunter, Brad Johnson, John Goodman",6.4,122,U,Drama," Fantasy,  Romance","Netflix, Amazon"
255,Always Be My Maybe,2019,Nahnatchka Khan,"Ali Wong, Randall Park, James Saito, Michelle Buteau",6.8,101,13,Comedy, Romance,None
256,Amadeus,1984,Milos Forman,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice",8.4,160,R,Biography," Drama,  Music",Youtube
257,Amarcord,1973,Federico Fellini,"Magali NoÃ«l, Bruno Zanin, Pupella Maggio, Armando Brancia",7.9,123,Not Rated,Comedy, Drama,"Netflix, Amazon"
258,Ambulance,2022,Michael Bay,"Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza GonzÃ¡lez, Garret Dillahunt",6.1,136,UA,Action," Crime,  Drama","Netflix, Hulu"
259,America's Sweethearts,2001,Joe Roth,"Julia Roberts, John Cusack, Billy Crystal, Catherine Zeta-Jones",5.7,102,PG-13,Comedy, Romance,None
260,American Animals,2018,Bart Layton,"Spencer Reinhard, Warren Lipka, Eric Borsuk, Chas Allen",7,116,R,Biography," Crime,  Drama",Netflix
261,American Assassin,2017,Michael Cuesta,"Dylan O'Brien, Michael Keaton, Sanaa Lathan, Taylor Kitsch",6.2,111,R,Action, Thriller,"Netflix, Hulu"
262,American Beauty,1999,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley",8.4,122,UA,Drama,Drama,"Netflix, Amazon"
263,American Gangster,2007,Ridley Scott,"Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin",7.8,157,A,Biography," Crime,  Drama",Youtube
264,American Gigolo,1980,Paul Schrader,"Richard Gere, Lauren Hutton, Hector Elizondo, Nina van Pallandt",6.3,117,A,Crime," Drama,  Mystery",Netflix
265,American Graffiti,1973,George Lucas,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith",7.4,110,U,Comedy, Drama,Hulu
266,American History X,1998,Tony Kaye,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien",8.5,119,R,Crime, Drama,"Netflix, Amazon"
267,American Honey,2016,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi",7,163,R,Adventure," Drama,  Romance",Youtube
268,American Hustle,2013,David O. Russell,"Christian Bale, Amy Adams, Bradley Cooper, Jennifer Lawrence",7.2,138,A,Crime, Drama,"Hulu, Amazon"
269,American Made,2017,Doug Liman,"Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons",7.1,114,A,Action," Comedy,  Crime",Hulu
270,American Mary,2012,"Directors:Jen Soska, Sylvia Soska","Katharine Isabelle, Antonio Cupo, Tristan Risk, David Lovgren",6.2,103,R,Drama, Horror,None
271,American Pie,1999,"Directors:Paul Weitz, Chris Weitz","Jason Biggs, Chris Klein, Thomas Ian Nicholas, Jennifer Coolidge",7,95,18,Comedy,Comedy,"Hulu, Amazon"
272,American Pie 2,2001,J.B. Rogers,"Jason Biggs, Seann William Scott, Shannon Elizabeth, Alyson Hannigan",6.4,108,18,Comedy,Comedy,"Hulu, Amazon"
273,American Psycho,2000,Mary Harron,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage",7.6,102,A,Crime," Drama,  Horror",None
274,American Reunion,2012,"Directors:Jon Hurwitz, Hayden Schlossberg","Jason Biggs, Alyson Hannigan, Seann William Scott, Chris Klein",6.7,113,A,Comedy,Comedy,Netflix
275,American Sniper,2014,Clint Eastwood,"Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis",7.3,133,A,Action," Biography,  Drama",Hulu
276,American Splendor,2003,"Directors:Shari Springer Berman, Robert Pulcini","Paul Giamatti, Shari Springer Berman, Harvey Pekar, Chris Ambrose",7.4,101,R,Biography," Comedy,  Drama",None
277,American Ultra,2015,Nima Nourizadeh,"Jesse Eisenberg, Kristen Stewart, Connie Britton, John Leguizamo",6.1,96,R,Action, Comedy,"Netflix, Hulu"
278,American Wedding,2003,Jesse Dylan,"Jason Biggs, Alyson Hannigan, Seann William Scott, Eugene Levy",6.3,96,A,Comedy,Comedy,"Amazon, Netflix, Hulu, Vudu"
279,Amistad,1997,Steven Spielberg,"Djimon Hounsou, Matthew McConaughey, Anthony Hopkins, Morgan Freeman",7.3,155,A,Biography," Drama,  History",Youtube
280,Amores perros,2000,Alejandro G. Iñárritu,"Emilio EchevarrÃ­a, Gael GarcÃ­a Bernal, Goya Toledo, Ãlvaro Guerrero",8.1,154,A,Drama, Thriller,Youtube
281,Amour,2012,Michael Haneke,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud",7.9,127,UA,Drama,Drama,"Hulu, Amazon"
282,An Affair to Remember,1957,Leo McCarey,"Cary Grant, Deborah Kerr, Richard Denning, Neva Patterson",7.4,115,Not Rated,Drama, Romance,Netflix
283,An American Crime,2007,Tommy O'Haver,"Elliot Page, Hayley McFarland, Nick Searcy, Romy Rosemont",7.2,98,R,Biography," Crime,  Drama","Amazon, Netflix, Hulu, Vudu"
284,An American Haunting,2005,Courtney Solomon,"Donald Sutherland, Sissy Spacek, Rachel Hurd-Wood, James D'Arcy",5,83,PG-13,Drama," Horror,  Mystery",Vudu
285,An American in Paris,1951,Vincente Minnelli,"Gene Kelly, Leslie Caron, Oscar Levant, Georges GuÃ©tary",7.2,114,U,Drama," Musical,  Romance",Netflix
286,An American Tail,1986,Don Bluth,"Dom DeLuise, Christopher Plummer, Erica Yohn, Nehemiah Persoff",6.9,80,Not Rated,Animation," Adventure,  Comedy",Vudu
287,An American Tail: Fievel Goes West,1991,"Directors:Phil Nibbelink, Simon Wells","James Stewart, John Cleese, Amy Irving, Phillip Glasser",6.4,75,Not Rated,Animation," Adventure,  Family","Hulu, Netflix"
288,An American Werewolf in London,1981,John Landis,"David Naughton, Jenny Agutter, Joe Belcher, Griffin Dunne",7.5,97,A,Comedy, Horror,"Amazon, Netflix, Hulu, Vudu"
289,An American Werewolf in Paris,1997,Anthony Waller,"Tom Everett Scott, Julie Delpy, Vince Vieluf, Phil Buckman",5.1,98,A,Comedy," Fantasy,  Horror","Amazon, Netflix, Hulu, Vudu"
290,An Education,2009,Lone Scherfig,"Carey Mulligan, Peter Sarsgaard, Alfred Molina, Olivia Williams",7.3,100,PG-13,Drama,Drama,"Amazon, Netflix, Hulu, Vudu"
291,An Officer and a Gentleman,1982,Taylor Hackford,"Richard Gere, Debra Winger, David Keith, Robert Loggia",7,124,A,Drama, Romance,"Netflix, Amazon"
292,An Unfinished Life,2005,Lasse HallstrÃ¶m,"Jennifer Lopez, Robert Redford, Morgan Freeman, Josh Lucas",7,108,PG-13,Drama," Family,  Romance",Hulu
293,Analyze That,2002,Harold Ramis,"Robert De Niro, Billy Crystal, Lisa Kudrow, Joe Viterelli",5.9,96,R,Comedy, Crime,"Amazon, Netflix, Hulu, Vudu"
294,Analyze This,1999,Harold Ramis,"Robert De Niro, Billy Crystal, Lisa Kudrow, Chazz Palminteri",6.7,103,A,Comedy, Crime,None
295,Anand,1971,Hrishikesh Mukherjee,"Rajesh Khanna, Amitabh Bachchan, Sumita Sanyal, Ramesh Deo",8.1,122,U,Drama, Musical,"Netflix, Amazon"
296,Anastasia,1997,"Directors:Don Bluth, Gary Goldman","Meg Ryan, John Cusack, Christopher Lloyd, Kelsey Grammer",7.1,94,Not Rated,Animation," Adventure,  Drama","Netflix, Vudu"
297,Anatomy of a Murder,1959,Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell",8,161,A,Drama, Mystery,Youtube
298,Anchorman 2: The Legend Continues,2013,Adam McKay,"Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell",6.3,119,PG-13,Comedy,Comedy,"Netflix, Amazon"
